id_empresa,nome_empresa_ficticio,setor_economico,subsetor,pais,regiao,ano_referencia,porte_empresa,estagio_maturidade,split_ml,receita_bruta_usd_m,receita_liquida_usd_m,receita_liquida_t_1_usd_m,receita_liquida_t_2_usd_m,receita_recorrente_usd_m,receita_internacional_usd_m,crescimento_receita_pct,taxa_crescimento_anual_pct,lucro_bruto_usd_m,ebitda_usd_m,margem_ebitda_pct,lucro_operacional_usd_m,margem_operacional_pct,lucro_liquido_usd_m,margem_liquida_pct,margem_bruta_pct,roa_pct,roe_pct,roi_pct,ativos_totais_usd_m,passivos_totais_usd_m,divida_curto_prazo_usd_m,divida_longo_prazo_usd_m,divida_total_usd_m,patrimonio_liquido_usd_m,debt_to_equity,indice_alavancagem,cobertura_juros,ativos_circulantes_usd_m,passivos_circulantes_usd_m,caixa_usd_m,equivalentes_caixa_usd_m,capital_giro_usd_m,liquidez_corrente,liquidez_seca,liquidez_imediata,fluxo_operacional_usd_m,fluxo_investimentos_usd_m,fluxo_financiamentos_usd_m,fluxo_caixa_livre_usd_m,fluxo_caixa_livre_t_1_usd_m,variacao_caixa_usd_m,custos_operacionais_usd_m,despesas_administrativas_usd_m,despesas_financeiras_usd_m,investimentos_capex_usd_m,opex_usd_m,giro_ativo,giro_estoque,prazo_medio_recebimento_dias,prazo_medio_pagamento_dias,valor_mercado_estimado_usd_m,numero_funcionarios,market_share_estimado_pct,participacao_internacional_pct,indice_solvencia,indice_cobertura,indice_eficiencia_0_100,indice_risco_financeiro_0_100,indice_saude_financeira_0_100,score_financeiro_geral_0_100,target_deterioracao_financeira,target_probabilidade_deterioracao_pct,target_classe_risco,target_faixa_saude_financeira,target_probabilidade_insolvencia_pct,target_tende_crescer_proximo_periodo,target_fluxo_caixa_livre_proximo_periodo_usd_m,target_crescimento_receita_proximo_periodo_pct
EMP03962,Alpha Power Sistemas,Energia,Petróleo e Gás,Estados Unidos,América do Norte,2025,Pequena,Reestruturação,treino,4.2535,4.0687,3.845,3.4342,3.1087,1.7278,5.8179,8.8465,0.8266,0.45,11.0605,0.0161,0.3954,-0.661,-16.2472,20.3153,-7.5466,-41.0168,0.2092,8.7595,7.1478,2.3303,2.2057,4.536,1.6116,2.8145,5.4351,0.0229,1.6602,1.9751,0.2119,0.0734,-0.3148,0.8406,0.6666,0.1445,-0.3015,-0.518,1.0726,-0.828,-0.842,0.2531,3.4768,0.1418,0.7027,0.5265,3.6186,0.4645,9.4344,49.4187,68.7193,4.9391,10,0.002,42.4671,1.2255,0.401,48.4943,99.0,2.4801,0.0,Sim,93.4704,Alto,Crítica,80.6198,Não,-0.6759,1.3532
EMP03963,Dinamika Digital Soluções,Tecnologia,Semicondutores,Estados Unidos,América do Norte,2025,Pequena,Madura,validacao,14.2265,13.6376,12.0317,9.3465,8.5209,2.9032,13.3473,20.7935,10.2695,3.644,26.72,3.0416,22.3033,2.5341,18.5821,75.3025,12.8983,22.2477,15.9661,19.6471,8.2565,0.8146,2.6606,3.4752,11.3906,0.3051,1.7249,17.5138,9.2815,5.1873,1.3525,1.2166,4.0942,1.7893,1.6945,0.4953,2.7443,-0.8088,-0.1145,1.8183,1.7891,1.8211,8.0232,1.9704,0.1737,0.9261,9.9936,0.6941,6.8504,48.8399,31.1569,71.7497,49,0.057,21.2881,2.3796,11.377,57.289,1.0,98.6948,91.5028,Não,0.5,Baixo,Excelente,0.1,Sim,1.2524,16.3584
EMP03964,Solidez Pharma Empreendimentos,Saúde,Farmacêutica,Alemanha,Europa,2025,Grande,Madura,treino,14120.7265,13402.873,13449.4932,13596.4607,8448.4765,4891.2718,-0.3466,-0.7145,8442.0048,2436.3584,18.1779,1798.9332,13.422,1261.2346,9.4102,62.9865,8.419,18.2515,12.1269,14980.8912,8070.5954,1358.1665,2426.5048,3784.6713,6910.2958,0.5477,2.1679,9.4097,4662.3443,2607.0854,1219.4601,1503.0648,2055.2589,1.7883,1.2638,1.0443,1957.95,-747.802,203.739,1189.7897,1015.7311,1413.887,9321.8593,1644.6553,191.1783,768.1603,10966.5146,0.8947,3.6277,74.3547,47.6279,41560.0445,54200,28.0,36.4942,1.8562,5.5925,54.5707,2.1103,96.1186,86.2542,Não,0.5,Baixo,Excelente,0.1,Não,834.0836,-5.4767
EMP03965,Apex Care Global,Saúde,Farmacêutica,Índia,Ásia,2025,Pequena,Madura,treino,6.2954,5.8703,4.9393,4.4808,4.3076,1.3138,18.8474,14.4591,3.1164,1.0291,17.5313,0.7753,13.2071,0.4804,8.1839,53.0877,6.2049,14.1606,11.022,7.7425,4.3499,0.7261,1.0264,1.7524,3.3926,0.5165,2.2821,4.2512,3.175,2.0286,0.8725,0.2785,1.1464,1.5651,1.3199,0.5673,0.6063,-0.3998,-0.3298,0.1968,0.1825,-0.1232,4.3586,0.4825,0.1824,0.4096,4.8411,0.7582,5.536,58.4438,57.138,11.2671,32,0.8833,22.3798,1.7799,3.2873,53.8865,5.4548,96.9214,82.2007,Não,0.5,Baixo,Excelente,0.2235,Sim,0.3124,25.8415
EMP03966,Magna Consult Soluções,Serviços Empresariais,Terceirização,Estados Unidos,América do Norte,2025,Média,Madura,treino,61.9594,60.5818,65.9334,69.2416,37.6365,30.8804,-8.1166,-6.4621,38.5665,9.5735,15.8026,8.0988,13.3683,6.2944,10.3899,63.6602,15.4758,26.9792,19.9053,40.6726,17.342,2.1493,6.3969,8.5462,23.3306,0.3663,1.7433,15.0288,15.5431,9.3569,3.5072,1.8492,6.1862,1.6611,1.6611,0.5725,8.3712,-2.2419,-1.9767,6.1293,6.7842,4.1526,44.6131,6.3953,0.5389,2.2419,51.0084,1.4895,0.0,64.2303,42.0598,136.8682,249,0.2231,50.973,2.3453,10.3412,54.0287,1.068,98.8735,91.0267,Não,0.5,Baixo,Excelente,0.1,Não,3.9799,-7.6533
EMP03967,Prime Consumer Global,Bens de Consumo,Bens Duráveis,Reino Unido,Europa,2025,Média,Reestruturação,validacao,375.4872,342.2016,310.314,284.1788,133.971,177.4564,10.2759,9.735,156.0284,53.2161,15.5511,42.5585,12.4367,31.1117,9.0916,45.5955,11.2873,27.4399,17.1388,275.6348,162.2535,28.6575,59.1251,87.7827,113.3813,0.7742,2.431,6.0256,128.3982,100.1619,20.1932,9.249,28.2364,1.2819,0.9796,0.2939,50.3751,-21.3182,-5.3905,26.8287,25.623,23.6663,267.0436,21.9419,7.0629,23.5464,288.9855,1.2415,6.1476,41.264,31.0451,727.3517,249,1.0139,51.8573,1.6988,4.3544,53.6156,1.6594,93.7326,87.765,Não,0.5,Baixo,Excelente,0.1781,Não,29.2577,3.5488
EMP03968,Inova Business Global,Serviços Empresariais,Serviços Profissionais,Brasil,América Latina,2025,Grande,Expansão,treino,3268.0486,3176.4623,3069.3306,2988.0431,1696.7577,887.9304,3.4904,3.1047,523.4294,-279.4218,-8.7966,-357.2944,-11.2482,-524.9312,-16.5257,16.4784,-20.9128,-56.3681,-14.2644,2510.0937,1578.8381,448.7321,484.7589,933.491,931.2555,1.0024,2.6954,-1.8749,404.2469,455.6443,16.3085,3.7723,-51.3974,0.8872,0.8872,0.0441,-405.6076,-115.6488,90.397,-525.7696,-530.627,-430.8594,3051.064,404.8201,190.572,120.162,3455.8841,1.2655,0.0,57.6784,43.7639,4379.9511,20277,3.133,27.9534,1.5898,-1.0298,46.5558,99.0,4.7916,0.0,Sim,93.4008,Alto,Crítica,76.2571,Sim,-300.2941,15.5996
EMP03969,Delta Rural Corporation,Agronegócio,Trading Agrícola,Alemanha,Europa,2025,Média,Expansão,treino,570.4787,548.5754,617.5881,679.3145,192.6625,345.2139,-11.1745,-10.1366,131.1999,86.7796,15.8191,61.3199,11.178,36.8836,6.7235,23.9165,7.6235,17.4149,12.1352,483.817,272.0243,40.6915,99.9744,140.6659,211.7927,0.6642,2.2844,6.7305,89.8831,57.4571,38.8808,23.4326,32.4261,1.5644,0.5945,1.0845,83.9125,-45.0764,38.2021,35.1216,36.9156,77.0382,436.1952,25.6006,9.1107,48.7909,461.7958,1.1338,4.8878,43.5313,56.1944,451.6147,249,14.9847,62.9292,1.7786,5.2801,53.8092,9.5609,91.1859,81.4679,Não,0.5,Baixo,Excelente,0.1663,Não,15.507,-3.449
EMP03970,Terranova Professional Empreendimentos,Serviços Empresariais,Educação Corporativa,Canadá,América do Norte,2025,Pequena,Expansão,treino,1.9632,1.9056,1.4979,1.2796,1.3807,0.374,27.213,22.0346,0.8224,0.2857,14.9942,0.2586,13.5691,0.1623,8.5185,43.1568,13.097,30.1762,22.449,1.2394,0.7015,0.1023,0.2277,0.3301,0.5379,0.6136,2.3041,12.5619,0.7786,0.3696,0.1645,0.0305,0.409,2.1064,2.1064,0.5275,0.153,-0.0827,-0.0023,0.0703,0.0581,0.068,1.3784,0.2414,0.0206,0.0827,1.6198,1.5375,0.0,62.2362,38.4301,5.0674,10,0.2726,19.6242,1.7668,7.3257,53.7386,2.3671,99.0,91.0529,Não,0.5,Baixo,Excelente,0.1,Sim,0.127,10.1516
EMP03971,Pulsar Power Serviços,Energia,Renováveis,Estados Unidos,América do Norte,2025,Média,Madura,treino,612.5417,589.8102,555.1653,552.4051,469.5608,197.2463,6.2405,3.3302,202.6982,142.9028,24.2286,75.6686,12.8293,2.6618,0.4513,34.3667,0.1975,0.767,6.142,1348.0035,1000.9741,116.1087,485.5137,601.6224,347.0294,1.7336,3.8844,1.1159,302.2076,300.3738,70.5264,27.9136,1.8339,1.0061,0.8681,0.3277,69.467,-119.0373,83.0536,-52.9828,-51.144,33.4833,419.6771,27.2302,67.8092,122.4498,446.9074,0.4375,9.3369,25.1019,57.1256,743.4879,249,28.0,33.4423,1.3467,1.6109,53.3994,91.237,13.9723,18.6697,Não,87.2956,Alto,Crítica,57.081,Não,-59.9117,-2.7843
EMP03972,Green Finance Serviços,Bancos e Serviços Financeiros,Seguros,Brasil,América Latina,2025,Pequena,Reestruturação,teste,24.9215,24.4979,21.5326,19.4807,18.9619,2.3489,13.7712,12.1405,13.7086,6.064,24.7531,5.5901,22.8185,-0.3196,-1.3046,55.9583,-0.1402,-5.7713,8.1464,227.9897,222.4518,15.6924,28.8855,44.5779,5.5378,8.0497,41.1694,0.8997,80.2501,75.2894,12.2416,5.9336,4.9607,1.0659,1.0659,0.2414,-0.3748,-0.5168,-6.1901,-0.9678,-0.9128,-7.0817,13.6577,4.7762,6.2134,0.593,18.434,0.1075,0.0,0,0,26.2562,49,4.4113,9.5882,1.0249,0.6709,49.848,95.1292,6.106,12.478,Não,94.8466,Alto,Crítica,93.5617,Sim,-0.4644,11.901
EMP03973,Delta Business Holding,Serviços Empresariais,Consultoria,França,Europa,2025,Média,Expansão,treino,396.6141,374.7899,363.0145,356.1695,209.8624,101.6394,3.2438,2.5807,205.3366,55.2768,14.7487,47.3408,12.6313,33.3975,8.911,54.7871,14.449,28.3175,22.8532,231.141,113.2014,21.794,23.8924,45.6864,117.9396,0.3874,1.9598,20.1451,91.717,49.683,32.9052,13.7085,42.034,1.846,1.846,0.9382,52.2415,-5.4169,-4.4124,46.3563,40.3011,42.4122,283.8358,35.6772,2.35,5.8852,319.5131,1.6215,0.0,45.9053,49.09,795.7047,249,28.0,27.119,2.0419,8.812,53.7986,1.0,99.0,91.0638,Não,0.5,Baixo,Excelente,0.1,Sim,39.2189,5.9938
EMP03974,Horizonte Connect Global,Telecomunicações,Infraestrutura de Telecom,Índia,Ásia,2025,Pequena,Expansão,treino,27.5149,26.4063,24.4628,22.6424,20.1962,0.7057,7.9445,7.9922,9.6087,7.3968,28.0114,3.9458,14.9427,0.602,2.2798,36.388,1.4866,9.0479,10.552,40.495,33.8415,11.1178,10.0618,21.1796,6.6534,3.1833,6.0863,1.2239,4.9732,6.7605,1.9373,0.5175,-1.7873,0.7356,0.4955,0.3631,4.6514,-4.7677,6.4045,-0.5528,-0.5636,6.2882,17.7364,1.2731,3.224,5.2042,19.0095,0.6521,10.3489,39.0514,65.6771,58.4729,40,5.7979,2.6726,1.1966,1.4156,54.2894,86.5223,15.61,22.4235,Sim,90.1878,Alto,Crítica,68.6948,Não,-3.0091,9.858
EMP03975,Prime Industrial International,Indústria,Materiais Industriais,Brasil,América Latina,2025,Grande,Expansão,teste,550.2699,525.6533,521.8905,476.26,195.8907,130.8736,0.721,5.0576,39.259,10.1315,1.9274,-8.4746,-1.6122,-61.6934,-11.7365,7.4686,-11.8167,-40.9863,-1.7293,522.0868,371.5649,84.434,144.828,229.262,150.522,1.5231,3.4685,-0.1735,102.9117,106.4157,27.6046,10.013,-3.504,0.9671,0.3675,0.3535,-36.4279,-44.9034,18.0807,-81.3313,-80.2918,-63.2506,480.1254,35.3963,48.834,44.9034,515.5218,1.0068,2.975,77.4597,70.8805,508.3978,2858,0.5035,24.8973,1.4051,0.1582,48.2247,99.0,1.0,0.0,Sim,91.898,Alto,Crítica,71.1546,Sim,-57.8357,6.3841
EMP03976,Integra Cargo International,Logística e Transportes,Operador Logístico,Canadá,América do Norte,2025,Grande,Madura,treino,2296.3689,2127.3343,2103.9915,1849.3243,1357.1871,324.2729,1.1095,7.2535,604.6845,321.8742,15.1304,139.4534,6.5553,38.7968,1.8237,28.4245,1.5175,4.3273,5.8684,2556.6152,1660.0571,335.3575,534.5796,869.9371,896.5581,0.9703,2.8516,2.4245,763.4074,482.542,213.6524,52.1693,280.8654,1.5821,0.6012,0.5509,201.3418,-187.5708,-26.3682,13.771,12.539,-12.5972,1642.4374,163.0228,57.519,187.5708,1805.4602,0.8321,0.6699,37.4718,41.5018,1191.525,8212,5.9605,15.2432,1.5401,2.7304,53.3125,20.0776,77.7983,60.8662,Não,4.1444,Baixo,Boa,0.7738,Não,52.242,-9.2783
EMP03977,Magna Power Sistemas,Energia,Energia Elétrica,Brasil,América Latina,2025,Pequena,Reestruturação,treino,8.269,8.0069,8.5831,8.1903,7.2287,3.5401,-6.7135,-1.1258,2.8567,1.9621,24.5053,1.4737,18.4049,0.563,7.0311,35.6777,3.8313,11.5576,10.6209,14.6942,9.8232,2.528,3.818,6.346,4.871,1.3028,3.0167,1.885,4.4836,3.8174,1.3017,0.7435,0.6662,1.1745,0.9773,0.5358,1.2065,-1.227,-0.4924,-0.0206,-0.0211,-0.513,5.763,0.2817,0.7818,1.227,6.0448,0.5449,6.8404,57.454,74.4395,14.2968,10,1.6643,44.2135,1.4959,1.5864,53.9786,52.8305,44.977,45.2644,Não,40.2277,Médio,Atenção,11.6099,Não,-0.0825,12.996
EMP03978,Nova Mecânica Capital,Indústria,Química,Canadá,América do Norte,2025,Grande,Madura,validacao,48361.7871,45787.4185,42475.0086,39243.0846,24681.7112,17315.9989,7.7985,8.0169,17883.8204,7616.5296,16.6345,5482.8649,11.9746,2989.3386,6.5287,39.0584,3.9127,8.6085,7.6892,76401.5684,41676.0807,7449.9582,12071.8306,19521.7888,34725.4877,0.5622,2.2002,3.9565,30353.6958,20532.1809,7706.0668,1730.2196,9821.5149,1.4783,1.1016,0.4596,4590.5376,-2995.4092,1265.8678,1433.03,1470.5666,2860.9961,35310.3497,2860.5392,1385.771,3157.5076,38170.8889,0.5993,3.6076,62.1585,68.2619,48898.4649,180217,28.0,37.8182,1.8332,2.7932,53.6504,5.5242,91.8329,74.4188,Não,0.711,Baixo,Excelente,0.2628,Sim,1251.0096,7.0936
EMP03979,Delta Telecom Brasil,Telecomunicações,Banda Larga,México,América Latina,2025,Pequena,Madura,treino,13.9357,13.4096,15.5976,17.0573,10.442,2.7466,-14.028,-11.335,2.2926,1.1938,8.9026,0.0252,0.188,-1.9045,-14.2024,17.0967,-7.5733,-35.3925,0.1122,25.1473,19.7663,3.682,7.23,10.912,5.381,2.0279,4.6733,0.0118,2.5815,4.6369,0.2595,0.1181,-2.0554,0.5567,0.3106,0.0814,-0.5329,-2.319,1.5458,-3.2608,-3.4241,-1.3062,11.0883,1.1275,2.1318,2.7279,12.2158,0.5332,9.7427,21.196,55.2138,11.0202,27,1.7945,20.4823,1.2722,0.4272,48.3104,99.0,1.0,0.0,Sim,96.6372,Alto,Crítica,80.3466,Não,-2.8082,-12.4046
EMP03980,Nexus Build Partners,Construção Civil,Materiais de Construção,Reino Unido,Europa,2025,Média,Expansão,treino,168.1648,160.2936,160.3811,150.0815,0.0,11.0708,-0.0545,3.3462,43.6607,21.6638,13.5151,17.2607,10.7682,8.4086,5.2458,27.2379,3.9165,10.8434,9.7108,214.6945,137.1486,25.1923,35.8937,61.086,77.5459,0.7877,2.7686,4.3077,64.2966,47.7611,9.4944,3.2857,16.5355,1.3462,0.5116,0.2676,14.8351,-5.3849,-9.5468,9.04,8.8892,-0.0966,125.643,12.9868,4.0069,5.7951,138.6298,0.7466,1.6745,75.8303,72.8995,196.6371,249,4.8057,6.9066,1.5654,2.5363,52.9144,4.0088,97.5924,77.865,Sim,0.8501,Baixo,Excelente,0.2756,Não,8.7379,-15.0864
EMP03981,Lumina Produtos Global,Bens de Consumo,Higiene e Beleza,Alemanha,Europa,2025,Grande,Reestruturação,validacao,5505.7685,5121.1027,5274.653,5717.1284,1682.6521,1519.8151,-2.9111,-5.3561,2149.9478,1250.0882,24.4105,1022.3113,19.9627,637.7155,12.4527,41.9821,15.8944,35.0094,24.0289,4012.1968,2190.6441,273.3687,784.7013,1058.07,1821.5528,0.5809,2.2026,19.851,1086.6733,579.721,387.4967,177.5607,506.9523,1.8745,0.7123,0.9747,803.2186,-269.1873,-129.1569,491.6417,488.416,404.8744,3332.6156,538.3989,51.4992,311.5769,3871.0145,1.2764,4.0907,47.2862,56.1893,8913.7068,35584,7.2168,29.6775,1.8315,12.4133,56.6267,1.0,95.9784,89.6994,Não,0.5,Baixo,Excelente,0.1,Sim,426.6036,8.4771
EMP03982,Sigma Bank Participações,Bancos e Serviços Financeiros,Gestão de Ativos,Estados Unidos,América do Norte,2025,Pequena,Inicial,treino,30.2203,29.0845,25.2636,23.0723,22.1348,8.4546,15.1238,12.2755,13.7101,6.0059,20.6498,5.5341,19.0278,0.074,0.2545,47.139,0.0221,0.8756,6.6201,335.2203,326.7672,19.8508,37.8538,57.7046,8.4531,6.8264,39.6565,1.1319,105.815,104.643,15.8862,8.4405,1.172,1.0112,1.0112,0.2325,0.4995,-0.4416,-2.2705,0.006,0.0057,-2.2127,16.1322,6.9464,4.8893,0.4935,23.0786,0.0868,0.0,0,0,72.2496,49,0.2431,29.0691,1.0259,0.7097,50.9785,94.3267,4.8902,12.2522,Não,91.8276,Alto,Crítica,82.6044,Sim,3.1991,10.1221
EMP03983,Magna Business Empreendimentos,Serviços Empresariais,Consultoria,Brasil,América Latina,2025,Média,Expansão,teste,457.8888,440.9503,355.7484,301.505,340.0887,130.3447,23.95,20.9338,220.3575,49.757,11.284,42.5606,9.652,23.7185,5.3789,49.9733,7.3964,17.1155,12.8756,320.6765,182.0978,30.4678,76.0133,106.4811,138.5787,0.7684,2.314,3.2745,145.6532,69.566,39.542,3.4384,76.0872,2.0937,2.0937,0.6178,12.6872,-12.7704,7.1188,-2.407,-2.2012,7.0356,339.5024,51.6908,12.9976,15.0942,391.1933,1.3751,0.0,65.7983,5.6188,1456.5924,249,15.595,29.56,1.761,2.6922,52.1748,4.5199,99.0,85.5642,Não,0.5,Baixo,Excelente,0.1799,Sim,29.1733,23.0685
EMP03984,Valor Mecânica Empreendimentos,Indústria,Automotivo,México,América Latina,2025,Grande,Madura,treino,31357.559,30250.8648,32242.3384,34928.2848,9394.3781,5990.3906,-6.1766,-6.9363,674.4987,74.267,0.2455,-1525.5713,-5.0431,-4063.3273,-13.4321,2.2297,-14.7538,-62.7197,-5.5857,27540.7944,21062.2414,4863.9019,8175.8204,13039.7223,6478.553,2.0128,4.2511,-0.574,6345.1628,7798.4483,913.1207,560.4933,-1453.2854,0.8136,0.3092,0.189,-1817.4673,-2316.2569,1337.5403,-4352.8219,-4069.7026,-2796.1839,28475.6362,1700.9616,2657.9735,2535.3545,30176.5978,1.0984,6.3182,48.3496,68.2703,33169.7695,149608,28.0,19.8024,1.3076,0.021,47.9522,99.0,1.0,0.0,Sim,96.885,Alto,Crítica,78.5912,Não,-4596.0237,-11.0368
EMP03985,Horizonte Professional Indústrias,Serviços Empresariais,Educação Corporativa,México,América Latina,2025,Pequena,Madura,treino,28.2228,26.5841,22.7881,19.1103,18.1125,5.4621,16.6578,17.9443,13.3636,4.1597,15.6474,3.7676,14.1725,1.7443,6.5616,50.2693,11.5364,37.6331,23.6125,15.1204,10.4853,3.7004,2.6274,6.3277,4.6351,1.3652,3.2621,3.7073,3.6498,2.661,1.142,0.4486,0.9889,1.3716,1.3716,0.5978,2.2562,-0.8885,0.58,1.329,1.3938,1.9476,19.6976,2.7267,1.0163,0.9272,22.4244,1.7582,0.0,69.5688,37.0125,80.0009,49,0.5115,20.5465,1.4421,2.4726,53.1419,22.6926,77.2019,77.4307,Não,1.2224,Baixo,Boa,0.9166,Sim,1.7036,18.5012
EMP03986,Horizonte Fiber Indústrias,Telecomunicações,Banda Larga,Estados Unidos,América do Norte,2025,Média,Reestruturação,treino,536.287,528.1024,559.7344,574.4341,411.756,59.3669,-5.6512,-4.1176,383.2615,225.6627,42.7309,154.6091,29.2763,109.4785,20.7305,72.5733,8.8558,30.4662,15.3163,1236.2365,876.8922,193.7647,300.0618,493.8265,359.3442,1.3742,3.4403,4.1734,190.4183,202.9493,47.936,46.6526,-12.5309,0.9383,0.8802,0.4661,187.7978,-76.9687,-68.8023,105.8023,112.5175,42.0268,270.1246,32.3151,37.0462,81.9954,302.4397,0.4272,12.2825,42.7969,80.4488,906.0575,249,0.6666,11.2416,1.4098,3.1375,60.8702,3.7546,95.559,87.9148,Não,1.8406,Baixo,Excelente,0.496,Não,104.2921,-0.6278
EMP03987,Orion Power Serviços,Energia,Energia Elétrica,Índia,Ásia,2025,Média,Expansão,treino,43.228,40.7865,35.9952,34.6932,24.6769,18.7935,13.3107,8.4266,14.5342,12.3484,30.2758,8.209,20.1268,4.0913,10.0309,35.6349,6.2473,21.3293,13.6779,65.4883,46.3069,10.7693,14.588,25.3573,19.1814,1.322,3.4142,2.4515,19.1268,14.7596,1.8309,1.2238,4.3672,1.2959,1.1152,0.207,7.9842,-8.2028,0.1121,-0.7132,-0.7598,-0.1064,26.6721,1.7659,3.3485,8.6975,28.438,0.6228,9.8416,40.7423,75.142,37.3656,65,0.0205,46.0777,1.4142,2.3356,56.2006,26.6598,69.7896,65.8803,Sim,5.5154,Baixo,Boa,2.8937,Não,-1.0308,3.9781
EMP03988,Progressa Retail Operações,Varejo,Moda e Vestuário,Austrália,Oceania,2025,Pequena,Expansão,treino,7.7579,6.9522,6.707,7.0633,2.6,0.0,3.656,-0.7894,1.9034,0.6678,9.6061,0.4485,6.4509,0.2297,3.3043,27.378,6.3725,17.9515,12.9373,3.6049,2.3252,0.3947,0.7008,1.0955,1.2797,0.8561,2.817,4.5512,1.0365,0.9875,0.1497,0.0879,0.049,1.0496,0.3988,0.2406,0.5195,-0.2511,0.0352,0.2365,0.246,0.3036,5.9831,0.3013,0.0985,0.2829,6.2844,1.9285,4.9044,11.6957,56.5885,5.7062,42,0.0107,0.0,1.5503,3.9379,52.1346,26.7119,76.5702,69.6027,Não,3.7019,Baixo,Boa,1.0312,Sim,0.1626,17.5011
EMP03989,Inova Cargo Group,Logística e Transportes,Aviação,Estados Unidos,América do Norte,2025,Média,Expansão,validacao,131.4694,126.3799,119.0242,115.9809,81.8721,38.3202,6.18,4.3868,27.6838,13.6349,10.7888,2.4641,1.9497,-1.1142,-0.8816,21.9052,-0.9782,-4.5677,2.7575,113.9033,89.5102,11.6782,34.5062,46.1844,24.3931,1.8933,4.6695,0.478,24.3814,22.4187,4.6429,1.8191,1.9627,1.0875,0.4133,0.2882,10.6527,-16.0263,13.2568,-5.9253,-6.3704,7.8832,105.5862,7.1589,5.1545,16.5779,112.745,1.1095,0.5226,49.4857,48.1845,87.4203,249,1.8123,30.3214,1.2725,1.879,51.7358,89.9033,7.8719,12.2366,Sim,84.9616,Alto,Crítica,58.5178,Não,-10.8648,15.1396
EMP03990,Progressa Foods Participações,Agronegócio,Alimentos e Insumos,Brasil,América Latina,2025,Grande,Madura,treino,914.415,866.6327,776.5148,809.9884,339.681,413.2604,11.6054,3.4375,218.1181,101.44,11.7051,61.3789,7.0825,13.4493,1.5519,25.1685,1.487,4.577,7.2008,904.4798,610.6378,105.7713,229.4416,335.2129,293.842,1.1408,3.0781,1.3674,256.9938,164.1966,91.7899,50.2811,92.7972,1.5652,0.6243,0.8652,42.6296,-97.8622,-9.6585,-58.6598,-52.9562,-64.8911,722.2724,42.9203,44.8881,101.2894,765.1927,0.9582,4.198,38.5151,56.26,1159.2954,1366,28.0,47.6858,1.4812,1.5868,51.6864,64.8898,30.4872,31.1795,Não,12.0184,Baixo,Crítica,14.8619,Não,-35.2942,4.0466
EMP03991,Global Infra Group,Construção Civil,Incorporação,Estados Unidos,América do Norte,2025,Média,Madura,treino,184.3301,174.1571,204.0546,218.3419,50.6451,0.0,-14.6517,-10.6896,12.2764,-4.5185,-2.5945,-11.2966,-6.4864,-32.4295,-18.6209,7.049,-13.2317,-92.1545,-5.4683,245.0901,209.8997,46.4582,80.1506,126.6088,35.1904,3.5978,6.9647,-0.5537,33.0428,42.7824,7.8798,3.7173,-9.7396,0.7723,0.2935,0.2711,-25.1116,-8.1091,36.4291,-33.5588,-37.5116,3.2085,167.3094,11.3661,20.4002,8.4472,178.6755,0.7106,2.0883,75.9317,82.6526,114.3472,249,0.0978,0.0,1.1677,-0.1571,46.6618,99.0,2.7333,0.0,Sim,98.0797,Alto,Crítica,86.8522,Sim,-27.5483,5.6117
EMP03992,Sigma Capital Sistemas,Bancos e Serviços Financeiros,Gestão de Ativos,Austrália,Oceania,2025,Pequena,Madura,treino,12.1818,11.8128,11.1805,11.898,11.4979,1.6213,5.6554,-0.3587,6.5409,3.2989,27.9262,3.1446,26.6205,0.4873,4.1248,55.3715,0.4108,14.204,8.349,118.6251,115.1947,8.3924,15.5478,23.9402,3.4304,6.9789,34.5807,1.3239,79.8656,57.0363,6.4244,2.4672,22.8293,1.4003,1.4003,0.1559,0.2791,-0.2628,5.3952,0.0067,0.007,5.4115,6.781,1.7329,2.3752,0.2724,8.5139,0.0996,0.0,0,0,17.6354,49,1.854,13.7246,1.0298,0.8489,52.0342,86.9762,16.2919,20.2886,Sim,89.8247,Alto,Crítica,81.9944,Não,-1.4047,8.5203
EMP03993,Nova Power Empreendimentos,Energia,Serviços de Energia,México,América Latina,2025,Grande,Reestruturação,treino,625.1031,610.9809,707.2877,785.5641,413.1856,201.425,-13.6164,-11.8093,183.5923,172.1366,28.1738,144.3789,23.6307,60.5149,9.9046,30.0488,6.1881,22.8702,15.4474,977.922,713.3207,260.1048,171.5975,431.7024,264.6013,1.6315,3.6958,2.1603,158.1789,197.2828,35.2244,35.3957,-39.1039,0.8018,0.4702,0.358,94.6432,-60.5252,12.905,20.0898,20.4588,47.023,398.891,39.9533,66.832,74.5534,438.8443,0.6248,6.5333,30.3347,61.5365,909.9926,755,15.2912,32.9675,1.3709,1.5146,54.7152,75.2713,24.4739,37.3988,Sim,76.7281,Alto,Crítica,36.2894,Não,-23.67,-14.489
